01/04/2026,11:52:52,0,0.00,0.00,0.00,0
01/04/2026,11:52:53,0,0.00,0.00,0.00,0
01/04/2026,11:52:54,0,0.00,0.00,0.00,0
01/04/2026,11:52:55,0,0.00,0.00,0.00,0
01/04/2026,11:52:56,0,0.00,0.00,0.00,0
01/04/2026,11:52:57,0,0.00,0.00,0.00,0
01/04/2026,11:52:58,0,0.00,0.00,0.00,0
01/04/2026,11:52:59,0,0.00,0.00,0.00,0
01/04/2026,11:53:00,0,0.00,0.00,0.00,0
01/04/2026,11:53:01,604,0.00,0.00,0.00,0
01/04/2026,11:53:02,1174,0.00,0.00,0.00,0
01/04/2026,11:53:03,1775,0.00,0.00,0.00,0
01/04/2026,11:53:04,2480,0.00,0.00,0.00,0
01/04/2026,11:53:05,3266,0.00,0.00,0.00,0
01/04/2026,11:53:06,3519,0.00,0.00,0.00,0
01/04/2026,11:53:07,4095,0.00,0.00,0.00,0
01/04/2026,11:53:08,4095,0.00,0.00,0.00,0
01/04/2026,11:53:09,4095,0.00,0.00,0.00,0
01/04/2026,11:53:10,4095,0.00,0.00,0.00,0
01/04/2026,11:53:11,4095,0.00,0.00,0.00,0
01/04/2026,11:53:12,815,0.00,0.00,0.00,0
01/04/2026,11:53:13,4095,0.00,0.00,0.00,0
01/04/2026,11:53:14,4095,0.00,0.00,0.00,0
01/04/2026,11:53:15,4095,0.00,0.00,0.00,0
01/04/2026,11:53:16,4095,0.00,0.00,0.00,0
01/04/2026,11:53:17,4095,0.00,0.00,0.00,0
01/04/2026,11:53:18,4095,0.00,0.00,0.00,0
01/04/2026,11:53:19,4095,0.00,0.00,0.00,0
01/04/2026,11:53:20,3791,0.00,0.00,0.00,0
01/04/2026,11:53:21,3603,0.00,0.00,0.00,0
01/04/2026,11:53:22,3551,0.00,0.00,0.00,0
01/04/2026,11:53:23,3686,0.00,0.00,0.00,0
00/01/1900,00:00:00,2355,0.00,0.00,0.00,0
01/04/2026,11:53:26,143,0.00,0.00,0.00,0
01/04/2026,11:53:27,135,0.00,0.00,0.00,0
01/04/2026,11:53:28,102,0.00,0.00,0.00,0
01/04/2026,11:53:29,73,0.00,0.00,0.00,0
01/04/2026,11:53:30,39,0.00,0.00,0.00,0
01/04/2026,11:53:31,0,0.00,0.00,0.00,0
01/04/2026,11:53:32,0,0.00,0.00,0.00,0
01/04/2026,11:53:33,0,0.00,0.00,0.00,0
01/04/2026,11:53:34,0,0.00,0.00,0.00,0
01/04/2026,11:53:35,0,0.00,0.00,0.00,0
01/04/2026,11:53:36,0,0.00,0.00,0.00,0
01/04/2026,11:53:37,0,0.00,0.00,0.00,0
01/04/2026,11:53:38,0,0.00,0.00,0.00,0
01/04/2026,11:53:39,0,0.00,0.00,0.00,0
01/04/2026,11:53:40,0,0.00,0.00,0.00,0
01/04/2026,11:53:41,0,0.00,0.00,0.00,0
01/04/2026,11:53:42,0,0.00,0.00,0.00,0
01/04/2026,11:53:43,0,0.00,0.00,0.00,0
01/04/2026,11:53:44,0,0.00,0.00,0.00,0
01/04/2026,11:53:45,0,0.00,0.00,0.00,0
01/04/2026,11:53:46,0,0.00,0.00,0.00,0
01/04/2026,11:53:47,0,0.00,0.00,0.00,0
01/04/2026,11:53:48,0,0.00,0.00,0.00,0
00/01/1900,00:00:00,0,0.00,0.00,0.00,0
01/04/2026,11:53:51,720,0.00,0.00,0.00,0
01/04/2026,11:53:52,657,0.00,0.00,0.00,0
01/04/2026,11:53:53,368,0.00,0.00,0.00,0
01/04/2026,11:53:54,60,0.00,0.00,0.00,0
00/01/1900,00:00:00,0,0.00,0.00,0.00,0
01/04/2026,11:53:56,227,0.00,0.00,0.00,0
01/04/2026,11:53:57,306,0.00,0.00,0.00,0
01/04/2026,11:53:58,411,0.00,0.00,0.00,0
01/04/2026,11:53:59,483,0.00,0.00,0.00,0
01/04/2026,11:54:00,599,0.00,0.00,0.00,0
01/04/2026,11:54:01,648,0.00,0.00,0.00,0
01/04/2026,11:54:02,723,0.00,0.00,0.00,0
01/04/2026,11:54:03,1003,0.00,0.00,0.00,0
01/04/2026,11:54:04,925,0.00,0.00,0.00,0
01/04/2026,11:54:05,646,0.00,0.00,0.00,0
01/04/2026,11:54:06,432,0.00,0.00,0.00,0
01/04/2026,11:54:07,497,0.00,0.00,0.00,0
01/04/2026,11:54:08,394,0.00,0.00,0.00,0
01/04/2026,11:54:09,220,0.00,0.00,0.00,0
01/04/2026,11:54:10,59,0.00,0.00,0.00,0
01/04/2026,11:54:11,0,0.00,0.00,0.00,0
01/04/2026,11:54:12,0,0.00,0.00,0.00,0
01/04/2026,11:54:13,0,0.00,0.00,0.00,0
01/04/2026,11:54:14,0,0.00,0.00,0.00,0
01/04/2026,11:54:15,0,0.00,0.00,0.00,0
01/04/2026,11:54:16,23,0.00,0.00,0.00,0
01/04/2026,11:54:17,527,0.00,0.00,0.00,0
01/04/2026,11:54:18,657,0.00,0.00,0.00,0
01/04/2026,11:54:19,906,0.00,0.00,0.00,0
01/04/2026,11:54:20,1090,0.00,0.00,0.00,0
01/04/2026,11:54:21,1214,0.00,0.00,0.00,0
01/04/2026,11:54:22,1190,0.00,0.00,0.00,0
01/04/2026,11:54:23,1280,0.00,0.00,0.00,0
01/04/2026,11:54:24,1287,0.00,0.00,0.00,0
01/04/2026,11:54:25,1181,0.00,0.00,0.00,0
01/04/2026,11:54:26,1097,0.00,0.00,0.00,0
01/04/2026,11:54:27,1047,0.00,0.00,0.00,0
01/04/2026,11:54:28,1037,0.00,0.00,0.00,0
01/04/2026,11:54:29,1039,0.00,0.00,0.00,0
01/04/2026,11:54:30,1051,0.00,0.00,0.00,0
01/04/2026,11:54:31,1119,0.00,0.00,0.00,0
01/04/2026,11:54:32,1259,0.00,0.00,0.00,0
01/04/2026,11:54:33,1397,0.00,0.00,0.00,0
01/04/2026,11:54:34,1535,0.00,0.00,0.00,0
01/04/2026,11:54:35,1789,0.00,0.00,0.00,0
01/04/2026,11:54:36,2071,0.00,0.00,0.00,0
01/04/2026,11:54:37,2297,0.00,0.00,0.00,0
01/04/2026,11:54:38,2788,0.00,0.00,0.00,0
00/01/1900,00:00:00,0,0.00,0.00,0.00,0
01/04/2026,11:54:48,0,0.00,0.00,0.00,0
01/04/2026,11:54:49,186,0.00,0.00,0.00,0
01/04/2026,11:54:50,560,0.00,0.00,0.00,0
01/04/2026,11:54:51,880,0.00,0.00,0.00,0
01/04/2026,11:54:52,1311,0.00,0.00,0.00,0
01/04/2026,11:54:53,1649,0.00,0.00,0.00,0
01/04/2026,11:54:54,2032,0.00,0.00,0.00,0
01/04/2026,11:54:55,2559,0.00,0.00,0.00,0
01/04/2026,11:54:56,2812,0.00,0.00,0.00,0
01/04/2026,11:54:57,3223,0.00,0.00,0.00,0
01/04/2026,11:54:58,3513,0.00,0.00,0.00,0
00/01/1900,00:00:00,0,0.00,0.00,0.00,0
01/04/2026,11:55:00,465,0.00,0.00,0.00,0
01/04/2026,11:55:01,434,0.00,0.00,0.00,0
01/04/2026,11:55:02,350,0.00,0.00,0.00,0
01/04/2026,11:55:03,341,0.00,0.00,0.00,0
01/04/2026,11:55:04,291,0.00,0.00,0.00,0
01/04/2026,11:55:05,261,0.00,0.00,0.00,0
01/04/2026,11:55:06,254,0.00,0.00,0.00,0
01/04/2026,11:55:07,213,0.00,0.00,0.00,0
01/04/2026,11:55:08,208,0.00,0.00,0.00,0
01/04/2026,11:55:09,176,0.00,0.00,0.00,0
01/04/2026,11:55:10,143,0.00,0.00,0.00,0
01/04/2026,11:55:11,103,0.00,0.00,0.00,0
01/04/2026,11:55:12,39,0.00,0.00,0.00,0
01/04/2026,11:55:13,0,0.00,0.00,0.00,0
01/04/2026,11:55:14,0,0.00,0.00,0.00,0
01/04/2026,11:55:15,0,0.00,0.00,0.00,0
01/04/2026,11:55:16,0,0.00,0.00,0.00,0
01/04/2026,11:55:17,0,0.00,0.00,0.00,0
01/04/2026,11:55:18,0,0.00,0.00,0.00,0
01/04/2026,11:55:19,0,0.00,0.00,0.00,0
01/04/2026,11:55:20,0,0.00,0.00,0.00,0
01/04/2026,11:55:21,0,0.00,0.00,0.00,0
01/04/2026,11:55:22,102,0.00,0.00,0.00,0
01/04/2026,11:55:23,449,0.00,0.00,0.00,0
01/04/2026,11:55:24,950,0.00,0.00,0.00,0
01/04/2026,11:55:25,1500,0.00,0.00,0.00,0
01/04/2026,11:55:26,2432,0.00,0.00,0.00,0
01/04/2026,11:55:40,366,0.00,0.00,0.00,0
00/01/1900,00:00:00,456,0.00,0.00,0.00,0
01/04/2026,11:56:08,0,0.00,0.00,0.00,0
01/04/2026,11:56:09,0,0.00,0.00,0.00,0
01/04/2026,11:56:10,0,0.00,0.00,0.00,0
01/04/2026,11:56:11,76,0.00,0.00,0.00,0
01/04/2026,11:56:12,0,0.00,0.00,0.00,0
01/04/2026,11:56:13,0,0.00,0.00,0.00,0
01/04/2026,11:56:14,0,0.00,0.00,0.00,0
01/04/2026,11:56:15,0,0.00,0.00,0.00,0
01/04/2026,11:56:16,0,0.00,0.00,0.00,0
01/04/2026,11:56:17,0,0.00,0.00,0.00,0
01/04/2026,11:56:18,0,0.00,0.00,0.00,0
01/04/2026,11:56:19,0,0.00,0.00,0.00,0
01/04/2026,11:56:20,0,0.00,0.00,0.00,0
01/04/2026,11:56:21,0,0.00,0.00,0.00,0
01/04/2026,11:56:22,0,0.00,0.00,0.00,0
01/04/2026,11:56:23,0,0.00,0.00,0.00,0
01/04/2026,11:56:24,0,0.00,0.00,0.00,0
01/04/2026,11:56:25,0,0.00,0.00,0.00,0
01/04/2026,11:56:26,0,0.00,0.00,0.00,0
01/04/2026,11:56:27,0,0.00,0.00,0.00,0
01/04/2026,11:56:28,0,0.00,0.00,0.00,0
01/04/2026,11:56:29,0,0.00,0.00,0.00,0
01/04/2026,11:56:30,0,0.00,0.00,0.00,0
01/04/2026,11:56:31,0,0.00,0.00,0.00,0
01/04/2026,11:56:32,0,0.00,0.00,0.00,0
01/04/2026,11:56:33,0,0.00,0.00,0.00,0
01/04/2026,11:56:34,0,0.00,0.00,0.00,0
01/04/2026,11:56:35,0,0.00,0.00,0.00,0
01/04/2026,11:56:36,0,0.00,0.00,0.00,0
01/04/2026,11:56:37,0,0.00,0.00,0.00,0
01/04/2026,11:56:38,0,0.00,0.00,0.00,0
01/04/2026,11:56:39,0,0.00,0.00,0.00,0
01/04/2026,11:56:40,9,0.00,0.00,0.00,0
01/04/2026,11:56:41,161,0.00,0.00,0.00,0
01/04/2026,11:56:42,237,0.00,0.00,0.00,0
01/04/2026,11:56:43,284,0.00,0.00,0.00,0
01/04/2026,11:56:44,378,0.00,0.00,0.00,0
01/04/2026,11:56:45,391,0.00,0.00,0.00,0
01/04/2026,11:56:46,437,0.00,0.00,0.00,0
01/04/2026,11:56:47,456,0.00,0.00,0.00,0
01/04/2026,11:56:48,442,0.00,0.00,0.00,0
01/04/2026,11:56:49,417,0.00,0.00,0.00,0
01/04/2026,11:56:50,397,0.00,0.00,0.00,0
01/04/2026,11:56:51,455,0.00,0.00,0.00,0
01/04/2026,11:56:52,458,0.00,0.00,0.00,0
01/04/2026,11:56:53,403,0.00,0.00,0.00,0
01/04/2026,11:56:54,351,0.00,0.00,0.00,0
